Sample,TFRC,PTEN,ATM,LDLR,CYP2B6,PIK3C3,PLCB4,GNG10,SYNJ1,HDAC6,GSTM3,ARF6,WNT11,REL,HFE,KDR,IL2RA,VPS52,PRKCI,FDFT1,RPS9,CDC40,FURIN,LEF1,GCLC,APEH,DLG1,PDGFA,BCHE,UBE2H,UPF2,UPF3A,TRPV4,RPLP0,FMR1,HBS1L,HTATSF1,YAP1,SAP30,FDXR,SDHD,GTF2H3,DMTF1,KCNA4,PCF11,SYMPK,NLK,CBFB,SIX1,MPDZ,GLS2,SGTA,WDR4,TRAF5,RNF6,PHF3,LIPC,TRIM31,TRPC3,AAK1,FOXL2,GALNT7,SMARCA2,CBX5,ADCYAP1,FZD8,NFATC1,MDK,CALM2,PPP3CB,ROCK1,CREM,SLC9A3R2,PARD6A,PPIA,SPN,NEFL,FA2H,NCOA3,AKAP1,EFNB2,PTPRS,SS18L2,PTPN12,CECR5,DLEC1,TAF1C,MAGEC2,IRAK3,FOXK2,HTR1E,ITGA10,ADAMTS7,TP53I3,PDE7B,SEMA6B,CDC25B,PAX3,SUV39H1,FGFR3,Disease_State
GSM531327,11.36339177,9.079550819,7.875343199,11.25509654,7.235821876,9.352050479,8.004749163,10.10182583,8.43261714,8.68585163,7.694461126,7.304064815,7.397337885,7.677903844,7.183413633,7.702096313,7.293472757,8.46897816,8.727923625,9.550324634,13.31481806,9.54001021,8.025645012,9.392921452,8.925611804,10.35582347,7.682345566,7.226544864,7.303190895,8.420786737,9.020821645,9.784224195,9.095026046,12.55838596,7.192529946,7.524643388,8.936943771,10.75630465,9.927514526,8.147414242,10.702374,8.411079638,9.388990212,7.427592992,9.00153448,9.108503167,8.482439638,11.39004562,7.715052473,8.015451307,7.245332529,8.297935105,8.772619944,7.587158183,7.532345459,9.603266143,7.165266489,7.237721718,7.351512376,7.264162919,7.177732925,7.315286364,9.13545757,8.338926186,7.137026053,7.892386292,7.846582785,7.948897712,13.50755622,10.17444291,7.90617725,8.31719266,7.742042499,7.793430725,7.920209437,8.230746884,7.351512376,7.41692649,10.22916397,7.96598101,9.554383764,7.428299228,11.32748881,9.333664417,10.01728523,7.254262664,8.808225527,7.187927538,7.861891761,7.279906189,7.339446422,12.62719488,7.723066301,8.266102621,7.603489733,7.677120984,9.253794385,7.267545934,9.535794167,9.962031424,Metastasis
GSM531328,11.39548355,9.08680822,8.051322969,10.28047183,7.185992532,9.39037194,7.26565244,11.24759749,8.142780327,9.227909103,8.434648311,7.389053914,7.860799513,8.015179752,7.256045725,7.668900742,7.42391139,8.875830051,8.698409653,10.13903866,12.91785192,9.501442618,8.429017615,10.36319076,8.757884399,9.951117037,7.697317661,7.22981781,7.651648788,9.76904917,8.634579306,9.793401205,7.889813164,12.01893524,7.193516483,7.362177981,10.10725285,11.42460814,10.79401242,7.966754958,10.77971866,8.241345589,9.344087297,7.262916481,8.578126217,8.230151302,8.681182256,12.10951858,7.79403527,9.02008962,7.219658531,8.223046752,8.095011069,7.556001826,7.536678187,9.577894212,7.293759019,7.330461478,7.408709194,7.271115731,7.201360553,7.679808778,9.286735371,8.521529028,7.222444126,7.448877117,7.672908731,8.337601366,13.83376895,9.780023465,7.900041896,7.885981765,8.123216855,7.622790115,7.905616894,7.864850731,7.386471827,7.303661247,10.08114307,7.556877347,9.021724902,7.372631836,11.51344979,10.04996532,10.25502375,7.271901626,8.641964201,7.326016856,7.96200636,7.353419926,7.380430968,9.482149597,7.72309178,8.491352657,8.040106153,7.739806018,8.844711222,7.233677022,9.035667693,7.457676911,Metastasis
GSM531329,12.0415939,9.422711059,7.959781736,9.786560748,7.275293841,9.106123706,7.514863652,9.250835929,8.22694825,9.239543473,8.524856597,7.415711503,7.376096212,7.652671063,7.266168424,7.382285916,7.273025869,9.218797921,9.130771033,10.13120048,13.21344093,9.222420259,7.798395251,10.51056384,8.733737241,9.770688577,7.606681366,7.213173109,8.494598201,8.90393011,9.232718931,9.546072008,9.291288772,11.85256368,7.288834924,7.607519865,8.986159798,11.82897264,11.11646503,8.343226117,10.5094473,8.481446352,9.805384585,7.327419017,9.169666085,8.961465712,8.642239766,13.02157732,7.990816363,9.015888871,7.238744342,8.430880007,8.478364557,7.813494349,7.571084492,9.595781383,7.273025869,7.257100826,7.714405127,7.159043718,7.208133681,7.338190872,9.291448481,8.188738745,7.178573463,9.75816227,7.948399205,9.064499732,13.29585589,9.887990696,7.483413693,7.657485139,7.341401352,7.446206214,8.472343081,8.035074936,7.570003631,7.360464632,9.913111522,7.623393509,11.36965522,7.404683437,11.0518182,9.095149036,10.77502529,7.259933334,8.637299007,7.319813436,8.072748131,7.193405635,7.325251529,9.314242476,7.548985642,8.067735482,7.797692458,7.576477501,9.206741449,7.263146204,9.482335329,9.880664393,Metastasis
GSM531330,12.92928459,9.509816766,7.486091441,10.10773802,7.244197032,7.678439314,7.254223902,11.96455243,7.22791654,9.250448977,7.748100899,7.270824825,7.180715002,7.250301088,7.406798837,7.638407288,8.321165641,9.301346893,7.220944608,8.360638626,13.60280092,9.781085515,8.540190738,9.767403251,7.832896163,10.17641231,7.299568583,7.192857492,7.213750461,8.085975839,8.442212194,8.604589039,9.044508391,12.3765385,7.199933005,7.1766333,9.482550986,8.527041757,8.024051637,8.888867062,9.142226355,8.725764718,9.155770967,7.177213719,9.137612771,8.101276632,7.150358799,11.46883151,7.894576616,8.84908704,7.228506784,8.324361078,8.536193522,7.442475618,7.589870435,7.870295458,8.053835221,7.4535142,7.34835919,7.161855609,7.219638981,7.270824825,8.032516797,8.522518974,7.441488722,8.277601695,8.066763868,8.733293362,12.21886019,10.74799579,7.340808202,7.266530942,7.38361427,7.554076089,7.618217641,7.414448957,7.370285645,7.219619286,8.747158387,7.256838841,9.08563724,7.31869011,11.93733046,8.967868491,10.12310606,7.224989263,8.323870593,7.781435635,8.811870072,7.203640738,7.382500335,8.691490706,7.40706673,8.362753204,8.964316496,7.50734209,9.186481649,7.252347893,9.385157687,8.43716717,Metastasis
GSM531331,11.02645706,10.24117938,7.515525375,9.217331345,7.22383446,7.516373786,7.235049001,11.13761585,7.160913696,9.277980012,8.956999573,7.201389362,7.650526391,7.300271736,7.252309709,7.502773634,7.399441594,9.852409167,7.320971289,8.373173269,14.11259889,10.19374818,8.266571473,10.69900896,7.77354652,10.03127445,7.440188328,7.168013358,7.203981316,7.902756628,8.76921035,9.379781138,9.105976938,12.96006893,7.187378152,7.225723689,9.797149412,9.13226965,7.344099627,9.23044102,9.11645426,8.550319477,9.054893568,7.228299952,9.426841288,8.688355829,7.185907716,11.99147461,8.432642575,8.619440875,7.261686439,8.556424186,8.370463076,7.445429032,7.641313057,8.131854405,7.369473006,7.25086071,7.699427318,7.230944948,7.449348983,7.235749639,8.292075629,8.745489544,7.57853829,9.046740896,7.687178722,9.383438435,12.05796869,11.0244253,7.334224131,7.210404023,7.413910898,7.340375025,7.365615429,7.439213076,7.438879619,7.400755209,9.082774124,7.236107328,9.239024219,7.328149885,11.5695678,8.344190752,10.01053591,7.178032461,8.502593901,7.274094032,8.186905257,7.220763098,7.541894524,8.734697019,8.011354914,8.506180777,10.36712934,7.539471725,8.617766854,7.395428425,8.602244812,9.856326546,Non-Metastasis
GSM531332,11.61479481,9.053523156,7.43934281,11.210969,7.153049299,7.620148535,7.30519953,11.0165377,7.445422817,8.73899155,9.130029643,7.292800544,7.787441096,7.202419719,7.25685913,7.733488798,7.314065956,8.9983573,7.420387809,8.511900945,14.07296268,9.245136674,8.794973121,8.708433973,7.771134598,10.55193412,7.443738113,7.256993109,7.2132966,8.250233938,8.455375983,9.136537855,9.052474935,12.20376258,7.229662034,7.316625046,9.645493619,8.855027253,7.834877056,9.494894782,8.966550495,8.342732776,8.526801365,7.220917716,8.41815511,8.922624385,7.182765772,11.32803576,8.844544327,9.016412359,7.189852274,8.695504753,8.309685084,7.403329203,7.60953527,7.975394195,7.973711076,7.356128617,7.263219722,7.286729192,7.240851047,7.217649252,8.204078354,8.623531139,7.294025228,7.544234238,7.707450491,9.027595756,12.37795718,10.72623109,7.280740829,7.220917716,7.767017849,7.858744412,7.90125408,7.509892787,8.560377535,7.133064954,8.762724297,7.263776572,9.257393768,7.47902645,11.42896354,8.345645906,10.47633122,7.258759026,8.255359358,7.573006568,8.304099076,7.302693517,7.519895372,9.218803121,8.534181334,8.613953588,9.096214118,7.617068961,9.358971452,7.358613037,8.599578178,8.608962386,Non-Metastasis
GSM531333,10.04182046,8.716818252,7.680333629,9.451637232,7.130434663,8.28756199,7.145370757,11.23824832,7.628994383,9.116015341,7.819989679,7.267658433,7.569912663,7.435429292,7.216470853,7.476877837,7.815506158,9.588161024,7.760619265,9.098752021,13.77439479,9.388291848,8.779430044,9.664814157,8.257658324,10.65510744,7.22773267,7.279914116,7.253971788,8.182236706,8.401648839,8.500265103,8.744967783,11.79160109,7.276336041,7.237739628,9.763902658,9.926643987,8.691748153,8.816886738,9.417434306,8.226927675,8.540828128,7.287447544,8.49075753,8.637486358,7.444287381,10.97213675,7.787332639,8.170440491,7.178400611,8.515831835,8.203979479,7.555996312,7.501872303,8.589820709,7.372709919,7.218972542,7.400460162,7.282515939,7.383459838,7.171519831,8.58403894,8.200831748,7.154084306,7.331243377,7.676004136,9.293492415,13.19236954,10.53947362,7.261444045,7.289908952,7.877616803,7.938652159,8.279376519,7.4689897,7.365683583,7.197714413,9.149357584,7.395323208,9.023396875,7.358622631,12.12805322,8.79162274,9.463915435,7.223345796,8.271164027,9.646728914,8.27648999,7.253971788,7.422012943,7.767769382,8.036402571,8.502105683,8.825681766,7.447473168,9.270824372,7.288676878,8.880517236,8.075525873,Non-Metastasis
GSM531334,11.07362502,9.658769063,7.539545853,10.78429752,7.156955498,7.822400814,7.251626013,10.85802976,7.518313811,9.01295931,8.690043848,7.281176312,7.744184978,7.313398987,7.262114769,7.534919956,7.493433069,9.827014108,7.508514586,9.098217969,14.0300591,9.897791991,8.288736553,10.37471105,7.820812584,9.962930204,7.343213216,7.377763055,7.16996055,8.042807703,8.563777024,8.348746284,9.479186692,12.45748748,7.203795721,7.433257505,9.377586951,9.511033428,8.821792877,9.689698518,8.713857898,8.62636327,9.354807109,7.24229588,8.627140489,8.426736562,7.174049054,11.50844435,7.609404886,10.00155843,7.191680348,9.029317926,8.414083809,7.535586034,7.577068973,8.207933281,7.235353872,7.358650316,8.629081439,7.23650724,7.22720238,7.244620946,8.684528955,8.575993553,7.177142092,8.277319098,7.781759029,8.949150369,12.50135081,10.68411503,7.383426622,7.251626013,7.388118088,7.629614852,8.445823494,7.378385114,7.220510257,7.163904324,9.293408336,7.313976577,9.347201237,7.76701192,11.33781335,8.676662965,11.11054505,7.263701764,8.79349431,8.836413224,8.73438737,7.28594056,7.518097017,8.755652807,8.43949542,9.228264569,8.72001473,7.423482757,8.958044698,7.384570847,8.774845514,10.3765226,Non-Metastasis
GSM531335,12.10071085,9.476155526,7.98299961,9.163884748,7.183907521,8.922265983,7.285609166,11.33446709,8.027247484,8.659241196,8.308847263,7.312096267,7.407120874,7.553432486,7.266014115,7.903105923,7.871572178,8.876687644,8.461549266,9.77681593,13.56508142,9.831512402,8.680397842,9.62586494,9.101030041,9.922422613,7.66483837,7.218053945,7.235624097,9.049669557,8.656903799,9.465098294,9.049510288,12.17272816,7.175097825,7.391155204,9.073128398,11.29277923,10.20839941,8.360691258,10.20155053,8.674341658,9.843690118,7.266462926,9.185627816,8.119213219,8.479411894,11.27271842,8.453540987,8.56286022,7.200902476,8.532704148,8.594527398,7.81927723,7.618783806,9.373517152,7.248579886,7.349429835,7.862077614,7.281491685,7.366659208,7.341983904,8.852142731,8.372047015,8.775781452,7.913305847,7.622892092,8.730025238,13.30691467,10.21781152,7.622935652,7.567597385,7.917172805,7.565757469,8.43536301,8.112195078,7.292951761,7.266462926,9.441534057,7.410592537,10.28490945,7.377737119,11.81957775,10.12709108,11.42243153,7.264167324,8.501565219,7.30578296,8.532386813,7.304194193,7.322217635,8.2497374,7.507554795,8.63004439,8.581712586,7.68584657,8.865248,7.340030015,8.682123776,7.841950778,Non-Metastasis
GSM531351,12.01936682,9.093487979,8.0018683,10.8990748,7.223880672,8.764685449,7.286414282,11.7721502,7.990556784,8.87960989,8.272629288,7.242225593,7.588485618,7.565100077,7.338331821,7.781631367,7.379859081,9.328961612,8.337054095,9.723154883,13.32644052,9.413953947,8.789379387,10.30771565,9.025764623,10.47680765,7.757683434,7.338744524,7.267848238,8.276522462,8.537035068,8.685074682,8.879721671,12.54343682,7.260318153,7.361666711,9.341717687,10.5125643,9.484165697,8.804764957,10.54013982,8.606872436,9.232941644,7.251782723,8.911028707,8.122392971,8.226752567,11.59974427,7.690267327,8.106813362,7.228199628,8.627728214,8.616089223,7.457887365,7.684081983,8.924491988,8.139461015,7.289164773,7.478749667,7.284575428,7.31324348,7.383126852,9.340144172,8.56151313,7.135778394,7.891829609,8.747458061,8.188590739,13.6656289,10.3878496,7.622729289,7.749986064,7.68588301,7.616091837,8.587188658,7.817536979,7.352424034,7.292817268,9.119019216,7.508497138,8.797605024,7.414399384,11.41006548,9.991450814,10.55353687,7.305652587,8.652813187,7.13174616,8.169564614,7.246057261,7.384756305,8.536273382,7.864714113,8.472291838,8.048274221,7.729463764,8.738487318,7.343651146,9.306905139,8.418764687,Non-Metastasis
GSM531352,12.78569834,9.094626119,7.595780994,10.38492537,7.083888107,7.755134464,7.281818832,10.52845963,7.668206294,9.120429011,8.72593157,7.231345985,7.835380142,7.28924166,7.383610453,7.582491193,7.503907292,9.936897741,7.634577036,8.542044541,13.42391078,9.157427552,9.344312144,10.67456083,7.760522724,10.31985429,7.322810884,7.22518927,7.284291613,8.092575883,8.30167428,9.179001257,9.683993799,12.78884767,7.302888101,7.330295136,9.82406819,9.564583133,8.441714422,9.433242726,9.204998423,8.696888961,9.126250908,7.115173929,8.712962892,8.189748066,7.219061702,11.4127608,7.785273051,7.555460382,7.218988672,8.506320169,8.691638437,7.390080227,7.584476032,7.965134777,7.618188719,7.297919909,7.411010849,7.248548511,7.195572732,7.285528552,8.424773552,8.707624401,7.159897228,8.210963762,8.192123691,8.914025541,12.56960825,10.25588503,7.435413081,7.382617951,7.559830986,7.957254863,7.701445015,7.577856227,7.23871675,7.236259651,9.375376422,7.409094451,9.138934074,7.382617951,11.24089192,8.668170028,9.96578128,7.200588548,8.437570874,7.304131094,8.863119588,7.290480152,7.372682679,10.15285337,8.307074409,8.5548074,8.30245746,7.474572367,8.922117104,7.305152393,9.130936412,9.269068621,Non-Metastasis
GSM816942,15.73147774,12.66422939,11.31390619,10.97642994,9.352678299,14.6592598,12.17356491,15.97043324,9.454737663,11.43874931,11.73054218,13.84513283,12.63634205,13.01177883,12.02658939,13.21964073,10.33799839,12.69563675,13.81664467,15.39768553,17.51556206,13.13445377,16.23495483,9.164166451,11.0792923,13.81730652,12.92432594,15.90492535,12.13251495,11.87666321,14.33574009,15.00096607,11.71342182,18.95297527,15.75339413,12.46571398,15.32847786,11.31904507,14.94211197,11.66455698,15.08620453,12.02474689,13.47249889,9.100446701,9.030491829,11.34614849,13.52463818,15.42433834,12.26448631,13.46327877,10.23725605,11.90003204,10.75908947,13.21173859,13.9715786,13.30587101,7.377250195,12.92784691,9.618442535,10.42074966,14.6970768,11.9077673,14.36281347,15.3495388,9.532783508,11.73391438,10.93019581,13.01631451,19.05721283,13.58214378,12.90242577,12.52361345,11.24457932,11.36439228,18.06683731,10.56133938,10.36149693,7.564762592,12.79164124,14.72098541,10.32152462,9.893348694,13.72359467,14.7556572,13.95549965,9.122579575,12.54696369,9.387517929,9.848834038,13.09646988,11.04865646,13.78801823,12.89841175,13.97305679,10.39009571,10.51663017,13.31018257,10.64087391,12.68292809,16.6365242,Metastasis
GSM816943,15.50710297,12.29452515,10.08110023,11.84473133,11.97021818,14.21409416,13.18132019,16.21253109,10.17104721,12.09481764,11.76126766,13.29234505,10.5836668,11.30840111,11.22885799,12.54079628,8.12912178,13.83732224,14.11380386,14.43660784,17.18824577,12.11854172,16.36539841,10.67846012,11.94318199,12.90184402,13.07139397,15.82204247,9.837477684,10.12201118,14.86648464,15.51100445,11.3243618,18.63353157,16.47188759,11.96565199,15.92837048,11.91760588,16.97635841,12.38875341,15.28221035,12.1204834,13.35476303,7.907442093,9.814225197,11.42919731,13.34391403,16.02508736,12.95916176,12.84579086,11.43200684,10.48193455,10.8853337,11.93752861,13.92294979,14.81402874,9.657956123,12.88592339,10.95755768,11.25725365,14.14595413,12.28443336,14.35103989,15.75917053,8.460925102,13.66377831,9.757493019,12.5428915,18.25024223,13.2413559,12.76299858,11.27219439,10.11378574,10.71670341,17.73192787,11.30795097,10.13853931,10.96041012,12.96992683,15.04047251,8.663895607,8.377513885,13.53418732,14.04688168,15.79628277,11.49263954,12.37522316,9.32319355,10.90460682,12.77850723,9.36671257,13.2615099,12.87503529,13.58383751,11.35324764,8.36138916,13.56704998,10.72856522,13.37702751,17.0086937,Metastasis
GSM816944,15.86516476,12.45859146,10.59695387,13.74363136,10.49895382,14.09924412,13.02858639,15.41862917,9.296681404,11.34639072,11.89968014,14.0207634,10.94035149,12.68581104,12.01292467,13.60450363,8.307632446,13.01999092,13.41572571,14.42831755,16.94903755,13.07800865,16.81962204,10.09567165,11.12897015,14.51157665,12.68668079,17.00437546,11.74607754,12.06357384,14.62274265,15.69315147,11.69383717,19.13983822,15.52267838,12.4959178,15.53022575,11.68474579,15.69694424,12.7064724,15.10738754,12.13871765,12.83817482,7.761224747,9.311985016,10.76280594,13.30728722,15.70835495,13.41483021,13.9891634,10.31863594,12.39693546,11.14706421,13.44322968,13.88579464,13.2583828,10.5654335,13.11809731,10.50119877,10.51356411,14.76916218,13.11350632,13.88426924,14.87512016,11.02108669,14.44027233,12.74555397,13.60679722,18.92385101,13.36872005,12.54774666,11.97254801,11.47151375,10.1407032,18.2656889,10.71704865,10.2795229,7.942780972,13.58673668,13.44276762,9.15786171,11.0407114,13.05249691,14.97991085,14.71027279,10.28795624,13.15640163,10.85048103,11.58510685,12.17841657,8.79086113,14.10982323,13.5371933,13.4201622,9.430339813,9.971571922,12.99719906,10.52474785,11.49541473,15.56128407,Metastasis
GSM816945,16.19334984,12.68273163,10.38546944,12.14532852,11.46286058,14.81207561,12.10309124,15.8909626,9.960372925,11.27403545,12.23290443,13.29620361,11.17718983,12.19648266,11.6166358,12.85847855,8.844518661,12.88036251,14.00013256,15.07362413,16.66633383,13.11323738,16.62906075,10.03896236,11.56803799,13.48258209,12.77492523,17.49110985,11.36942101,11.8651762,14.35861492,15.07308197,11.50609112,18.49706364,15.4314146,12.9374485,15.74634075,12.4861145,16.05606079,10.52944994,14.7331562,12.00253677,13.22590637,7.505549431,9.347320557,11.25233459,13.89674377,15.29209709,12.09067726,13.42477798,10.71110153,10.89339256,10.62577534,13.18200779,13.59372807,14.00263882,10.74180126,12.83002663,9.280184746,11.56853485,14.74405003,12.66251087,14.22154188,15.84264469,9.991769791,11.48876953,11.27896309,14.44626904,18.96432686,13.08601475,12.69328117,10.90163803,11.29166508,10.62581587,18.31569958,9.962265968,9.892327309,10.35622025,13.25428677,14.49712849,9.632205963,9.054206848,13.09818935,14.68521976,15.02547932,11.86414051,12.766222,10.39280891,11.713871,12.55051899,10.43247986,13.54045105,13.20384502,13.92910004,9.657158852,10.29187012,13.666502,11.42679405,12.88012695,14.49120712,Metastasis
GSM816946,14.87610626,13.78562117,11.36868095,9.470144272,9.734356403,15.08447838,12.93663597,15.41651344,10.09467602,12.12005949,12.46704865,13.19207287,14.11663818,11.50804138,10.67644405,12.69232368,10.10628033,12.65730286,13.46024036,15.1193018,17.37788836,12.79886818,15.25609112,10.03602886,12.13957977,15.08973598,9.738868713,13.73776436,14.48903847,12.35668945,13.987957,15.38342714,12.7292614,19.66635227,16.48411179,12.85355282,14.90167713,11.0872798,17.20384407,12.15447521,15.36929417,12.5873909,13.77313805,11.55714035,8.812619209,11.8050909,13.26413631,16.02113914,13.68252182,12.72748756,11.07853413,11.88120842,11.12674109,12.3226862,14.21870422,12.78180218,9.272586823,12.22280312,10.34676456,9.34658432,14.54549122,12.85160637,13.69171095,14.2386713,10.90601158,14.14595413,11.67706394,12.82728577,18.66872215,12.99302864,13.09386921,11.68259811,11.0362463,10.31448889,18.35980797,10.16279697,9.593605042,8.157953262,12.60425663,14.41875076,11.80977058,10.16419983,13.64581203,14.5100174,13.72111225,9.5929842,12.02688503,7.178701878,9.08690834,12.901975,9.028858185,13.28162289,12.8808918,14.99135399,8.462575912,10.03001118,13.99845123,13.16781521,13.49727345,16.32403946,Metastasis
GSM816947,15.7876091,11.38425446,10.78034306,8.789681435,10.13823128,14.63074398,13.2707634,16.2912631,10.30296516,11.44048357,12.97019386,12.81850624,11.62389374,11.65808582,12.37184286,13.90646744,9.160883904,13.1584301,13.48477936,15.53255749,16.99518299,13.16443729,17.3486824,9.120181084,10.19206905,15.11874485,13.20409298,18.13418198,6.625283241,12.03586769,13.65945816,15.60238791,12.45914459,18.66649342,15.48371601,13.03411102,14.88936996,11.9967432,14.40780258,13.07983446,15.12502193,11.97404289,13.03390598,9.636907578,8.822322845,11.3725853,13.11323738,15.54459095,12.68113708,14.20676804,11.40606689,10.82567024,10.26802254,12.51376057,14.14595413,13.40801239,12.32424545,12.58555508,7.823023796,10.72082138,14.59724236,12.76699829,14.24223042,15.16008568,10.30120659,14.13515186,11.00625801,12.25444603,19.34230042,13.02054119,12.89132214,11.08969164,11.01207924,10.87235832,18.18616962,10.51307487,10.91850376,8.640464783,13.09687042,13.11302948,11.95710945,11.51294327,13.25751114,14.59645271,14.80616379,8.489994049,12.96353531,9.275227547,10.02675152,12.43275642,9.024692535,15.11987495,13.50414753,13.44668484,8.514164925,9.330159187,13.16781521,10.98726177,10.89087963,13.44629669,Metastasis
GSM816948,16.02210426,13.08884144,10.58153772,12.71286869,14.14988804,14.42168617,11.23354721,15.88283634,9.618922234,11.3547678,11.98804951,13.43105125,11.67845154,13.35928822,12.67481565,14.51442242,13.97729778,13.07861137,14.30516529,15.06665468,16.76612091,13.87627888,16.954916,8.121387482,12.13119125,14.5666132,12.18731976,16.32678413,13.44788742,11.69426727,14.26944256,15.68384838,10.36149693,18.63972187,15.15912342,11.9593482,14.62429142,11.54820776,15.37000179,11.95945644,15.02672291,11.75719547,13.56175995,9.542014122,8.549275398,11.33063126,14.2024374,15.00603676,12.15845013,14.77949142,11.6442318,10.64590931,10.14622911,14.28530788,13.99487972,13.78308868,9.606432915,13.39414692,9.033022881,10.1131773,14.88543129,12.3116293,14.77358389,14.36978245,12.75323582,13.11291695,10.60631466,13.19109249,19.20551682,14.15203762,13.29289341,11.97964334,11.51357174,11.08896828,18.03361416,11.10558128,9.963281631,10.66585636,13.8288641,14.43051004,11.05648708,9.859807968,12.91936111,15.07546139,14.20746326,11.81936073,13.48134804,8.948683739,11.97704315,12.19409625,9.959353447,13.40690613,13.06973076,14.00161171,9.945497513,9.617776871,13.6836977,9.923747063,11.69532776,11.32218552,Metastasis
GSM816949,14.44497967,13.17297459,11.45675039,12.19522095,10.48881388,15.01037788,11.05704498,17.23116302,10.28609467,11.47803307,11.3243618,14.11223078,12.30978775,11.61310959,11.99558067,11.71271515,8.513046265,12.74015141,13.42870808,15.86100388,17.74070104,12.25650501,14.98562241,9.976183891,10.41055012,14.40212059,11.96834183,18.50344849,9.442223549,13.67567825,13.69266224,14.98094893,9.243360519,19.25802326,15.95385265,12.32596064,15.45165825,12.59597206,16.00486183,11.41652632,15.74634075,12.64946938,13.90291977,9.121237755,9.384804726,11.60233784,13.01923943,16.28041077,11.85454273,16.2595005,11.7969799,11.82428074,10.32222462,12.58310986,14.07396126,13.41483021,10.7672348,12.80797386,8.664625168,10.00661659,14.64470196,11.83881855,15.37809324,14.82658005,10.79143047,9.58297348,14.98727608,14.1020031,19.05721283,14.15793419,13.33917999,11.36024046,11.2396183,10.93105268,18.22377682,10.35450554,11.31925583,9.360813141,13.35021782,14.18467045,9.312415123,12.16346359,13.20023918,15.24886131,13.7722435,11.7601614,12.68090057,9.754253387,8.783956528,11.86003145,9.672699928,13.9135828,13.02736282,13.46168709,10.98213768,9.861590385,11.64480495,9.853001595,11.65702248,11.86920071,Metastasis
GSM816950,14.29949665,12.86645412,9.684141159,9.463356972,10.01117802,14.28792381,8.159619331,15.9505825,11.61498451,11.07393312,11.59773827,13.35336113,12.82976627,12.05447006,12.79686117,11.73054218,13.23362732,13.00812435,12.63252354,13.45737743,16.77913475,13.1584301,15.20978928,6.654436588,12.48167896,14.60026073,14.6085701,13.07571507,13.11676884,12.76374149,13.64065838,14.6048274,9.164806366,19.7486248,16.60976982,13.6923542,15.64834309,11.33739328,14.72618484,11.53134155,14.78426552,15.02383041,13.67093086,8.901044846,6.579456806,11.89775944,13.52252865,14.985116,12.40077019,14.31996441,10.72019672,12.53308773,10.60890007,12.20052528,14.81688786,13.85086632,11.83644676,13.60004425,9.652332306,9.016563416,15.24745464,10.15392399,14.12217903,14.79478073,11.7099638,8.065796852,8.848958015,14.06499863,19.2149334,13.2035532,13.77938652,10.91417408,11.17383194,11.54742336,18.32372856,9.974318504,10.3507061,8.692569733,13.56602669,13.52621794,10.21235371,11.39236355,12.96700573,14.9973917,13.1334753,9.087117195,12.67244434,9.257253647,11.54966736,12.01543713,11.26983929,13.64515877,12.77791691,13.60647392,10.33106709,9.480183601,12.67389679,11.97688961,11.84431744,6.976139545,Non-Metastasis
GSM816951,16.28962708,11.98511744,10.29149055,10.94599056,9.382607937,13.99585629,11.24428177,15.53329372,10.08224297,12.03782892,10.84353447,13.45407772,8.381031036,12.60686588,13.02949524,13.36157417,9.658362389,13.08584595,13.96281815,14.57220507,15.70479139,13.04244137,17.47971153,9.796086311,12.10988617,14.19437981,13.20170975,17.49529648,7.309561253,12.03857803,14.62089825,14.47827387,10.44736481,18.28002644,16.13791084,12.00303459,15.72515011,11.36022949,16.27949333,11.5441618,13.95271683,12.21653175,13.97415924,8.030767441,7.729607582,11.57346249,14.3912878,15.15236092,13.30757999,13.28389454,10.74763107,11.53373718,11.44123522,13.15018082,13.89946079,13.41299152,9.893827438,12.7334013,7.823353291,10.52442837,14.66568947,13.89347458,14.44466829,15.54459095,11.1936264,13.86899567,9.911304474,12.94617558,18.93125725,12.89132214,13.20057678,11.23861456,11.55121613,10.75176716,18.69166565,10.38849735,10.82864666,9.313319206,13.90893841,14.94030428,9.569075584,11.30754089,12.95202065,14.55087948,14.32223606,8.091198921,13.96151543,17.86165047,9.613137245,13.31217543,10.14143944,13.60990238,13.57126236,11.9239769,10.34563541,9.258150101,14.661623,10.74570084,13.60722256,10.54365063,Metastasis
